Hello ^rb+dspt+++=Hello
are ^vb+ber+vrb++=are
very ^ql+amp+++=very
convenient ^jj++++=convenient.
. ^zz++++=EXTRAWORD
As ^in++++=As
for ^in"++++=for
leaving ^jj+++xvbg+=leaving
Flagstaff ^np+++??+=Flagstaff,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
gets ^vbz++++=gets
a ^rb++++=a
little ^rb"++++=little
trickier ^jjr++++=trickier.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
can ^md+pos+++=can
take ^vb++++=take
the ^ati++++=the
Arizona ^np++++=Arizona
Shuttle ^nn++++=Shuttle
to ^in++++=to
Grand ^jj+atrb+++=Grand
Canyon ^np+++??+=Canyon,
, ^zz++++=EXTRAWORD
but ^in++++=but
for ^in"++++=for
Sedona ^np+++??+=Sedona
and ^cc++++=and
Antelope ^np+++??+=Antelope
Canyon ^np+++??+=Canyon
you ^pp2+pp2+++=you
would ^md+prd+++=would
need ^vb++pmd"++=need
to ^to+vcmp+pmd++=to
take ^vb++++=take
a ^at++++=a
tour ^nn++++=tour.
. ^zz++++=EXTRAWORD
Grand ^jj+atrb+++=Grand
Canyon ^np+++??+=Canyon
Adventures ^nns++++=Adventures
is ^vbz+bez+vrb++=is
a ^at++++=a
tour ^nn++++=tour
company ^nn++++=company
that ^tht+rel+subj++=that
operates ^nns+nom+++=operates
out ^rp+pl+++=out
of ^in++++=of
Flagstaff ^np+++??+=Flagstaff
and ^cc++++=and
can ^md+pos+++=can
take ^vb++++=take
you ^pp2+pp2+++=you
most ^ql+emph+++=most
places ^nns++++=places,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
for ^cs+sub+++=for
their ^pp$+pp3+++=their
Sedona ^np+++??+=Sedona
trip ^nn++++=trip
they ^pp3a+pp3+++=they
require ^vb+vsua+++=require
a ^at++++=a
minimum ^nn++++=minimum
of ^in++++=of
4 ^zz++++=4
guests ^nns++++=guests.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There's
's ^vbz+bez+vrb++0=EXTRAWORD
also ^rb++++=also
the ^ati++++=the
option ^nn++++=option
of ^in++++=of
a ^at++++=a
private ^jj+atrb+++=private
tour ^nn++++=tour
guide ^vb++++=guide
Johnny ^np++++=Johnny
Anaya ^np+++??+=Anaya
is ^vbz+bez+vrb++=is
a ^at++++=a
local ^jj+atrb+++=local
historian ^nn++++=historian,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
will ^md+prd+++=will
do ^vb+do+vrb++=do
private ^jj+atrb+++=private
tours ^nns++++=tours
anywhere ^rb++++=anywhere
you ^pp2+pp2+++=you
want ^vb++++=want
to ^to+vcmp+++=to
go ^vbi++++=go
in ^in++++=in
Northern ^jj+atrb+++=Northern
Arizona ^np++++=Arizona.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He's
's ^vbz+bez+aux++0=EXTRAWORD
taken ^vpsv++agls+xvbnx+=taken
visitors ^nns++++=visitors
to ^in++++=to
Sedona ^np+++??+=Sedona,
, ^zz++++=EXTRAWORD
Grand ^jj+atrb+++=Grand
Canyon ^np+++??+=Canyon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
the ^ati++++=the
way ^nn++++=way
up ^in+cmpx+++=up
to ^in++++=to
Monument ^nn+nom+++=Monument
Valley ^nn++++=Valley.
. ^zz++++=EXTRAWORD
For ^in++++=For
seeing ^xvbg+++xvbg+=seeing
the ^ati++++=the
big ^jj+atrb+++=big
highlights ^nns++++=highlights
in ^rp++++=in
town ^npl++++=town,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
definitely ^rb++++=definitely
do ^vb+do+vrb++=do
that ^dt+dem+++=that
in ^rp++++=in
three ^cd++++=three
days ^nns++++=days.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^md+prd+aux++=EXTRAWORD
recommend ^vb+vsua+++=recommend
starting ^nvbg+++xvbg+=starting
small ^jj++++=small
and ^cc+phrs+++=and
staying ^jj+++xvbg+=staying
close ^in+cmpx+++=close
to ^in++++=to
town ^nn++++=town
to ^to++++=to
see ^vbi+vprv+++=see
the ^ati++++=the
attractions ^nns+nom+++=attractions
in ^in++++=in
the ^ati++++=the
area ^nn++++=area,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
you ^pp2+pp2+++=you
can ^md+pos+++=can
spread ^vbd+++xvbn+=spread
out ^rp+pl+++=out
to ^in++++=to
Sedona ^np+++??+=Sedona
and ^cc++++=and
the ^ati++++=the
attractions ^nns+nom+++=attractions
that ^tht+rel+subj++=that
are ^vb+ber+vrb++=are
farther ^rbr++++=farther
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Absolutely ^rb+amp+++=Absolutely!
! ^zz++++=EXTRAWORD
What ^wdt+who+++=What
kind ^rb++++=kind
of ^rb"++++=of
hiking ^nn++++=hiking
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
like ^vb++++=like
to ^to+vcmp+++=to
do ^vbi++++=do?
? ^zz++++=EXTRAWORD
( ^zz++++=(Level
level ^nn++++=EXTRAWORD
of ^in++++=of
difficulty ^nn++++=difficulty,
, ^zz++++=EXTRAWORD
length ^nn++++=length,
, ^zz++++=EXTRAWORD
etc ^rb++++=etc)
) ^zz++++=EXTRAWORD
Okay ^rb+cnj+++=Okay,
, ^zz++++=EXTRAWORD
for ^in++++=for
a ^at++++=a
moderate ^jj+atrb+++=moderate
hike ^nn+++??+=hike
I ^pp1a+pp1+++=I
would ^md+prd+++=would
recommend ^vb+vsua+++=recommend
either ^rb++++=either
the ^ati++++=the
Oldham ^np++++=Oldham
trails ^nns++++=trails
or ^cc++++=or
the ^ati++++=the
Elden ^np+++??+=Elden
Lookout ^nn++++=Lookout
trail ^nn++++=trail.
. ^zz++++=EXTRAWORD
Both ^abx++++=Both
of ^in++++=of
the ^ati++++=the
trails ^nns++++=trails
are ^vb+ber+vrb++=are
out ^rp+pl+++=out-and-back,
- ^zz++++=EXTRAWORD
and ^cc++++=EXTRAWORD
- ^zz++++=EXTRAWORD
back ^rp++++=EXTRAWORD
, ^zz++++=EXTRAWORD
meaning ^vbg+vprv++xvbg+=meaning
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
just ^rb+emph+++=just
need ^vb++pmd"++=need
to ^to+vcmp+pmd++=to
turn ^vb++++=turn
around ^rp++++=around
and ^cc++++=and
go ^vb++++=go
back ^rp++++=back
down ^rp++++=down
the ^ati++++=the
trail ^nn++++=trail
when ^wrb+who+++=when
you ^pp2+pp2+++=you
want ^vb++++=want
to ^to+vcmp+++=to
head ^vbi++++=head
back ^rp++++=back.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
both ^abx++++=both
go ^vb++++=go
along ^rp++++=along
Mount ^vb++++=Mount
Elden ^np+++??+=Elden.
. ^zz++++=EXTRAWORD
Oldham ^np++++=Oldham
starts ^nns++++=starts
at ^in++++=at
Buffalo ^np+++??+=Buffalo
Park ^nn++++=Park
and ^cc++++=and
is ^vbz+bez+vrb++=is
an ^at++++=an
easy ^jj++++=easy
to ^in+jcmp+++=to
moderate ^jj+atrb+++=moderate
hike ^nn+++??+=hike.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
in ^in++++=in
the ^ati++++=the
forests ^nns++++=forests
for ^in++++=for
most ^rbt+emph+++=most
of ^in++++=of
the ^ati++++=the
time ^nn++++=time,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
with ^in++++=with
some ^dti++++=some
scenic ^jj+atrb+++=scenic
viewpoints ^nns++++=viewpoints
at ^in++++=at
places ^nns++++=places.
. ^zz++++=EXTRAWORD
Elden ^np+++??+=Elden
Lookout ^nn++++=Lookout
is ^vbz+bez+vrb++=is
the ^ati++++=the
one ^pn++++=one
with ^in++++=with
a ^at++++=a
beautiful ^jj+atrb+++=beautiful
scenic ^jj+atrb+++=scenic
view ^nn++++=view;
; ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
look ^vb++++=look
out ^rp+pl+++=out
at ^in++++=at
the ^ati++++=the
volcano ^nn++++=volcano
fields ^nns++++=fields
to ^in++++=to
the ^ati++++=the
east ^nr+pl+++=east
of ^in++++=of
town ^nn++++=town
from ^in++++=from
the ^ati++++=the
top ^nn++++=top.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
can ^md+pos+++=can
check ^vb+vprv+++=check
out ^rp+pl+++=out
the ^ati++++=the
Usda ^np+++??+=USDA
website ^nn++++=website
for ^in++++=for
more ^rbr++++=more
detailed ^jj+atrb++xvbn+=detailed
information ^nn+nom+++=information
on ^in++++=on
the ^ati++++=the
hikes ^nns+++??+=hikes
in ^in++++=in
the ^ati++++=the
Flagstaff ^np+++??+=Flagstaff
area ^nn++++=area,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
also ^rb++++=also
provide ^vb+vsua+++=provide
trail ^nn++++=trail
maps ^nns++++=maps
on ^in++++=on
the ^ati++++=the
website ^nn++++=website
as ^rb++++=as
well ^rb++++=well.
. ^zz++++=EXTRAWORD
< ^zz++++=<link>
link ^nn++++=EXTRAWORD
> ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
there ^rn+pl+++=there
anything ^pn++++=anything
else ^rb+cnj+++=else
I ^pp1a+pp1+++=I
can ^md+pos+++=can
help ^vb++++=help
you ^pp2+pp2+++=you
with ^in++++=with
today ^nr+tm+++=today?
? ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=I'm
am ^vb+bem+vrb++=EXTRAWORD
glad ^jj+pred+++=glad
to ^to+jcmp+++=to
help ^vb++++=help!
! ^zz++++=EXTRAWORD
