Hello ^rb+dspt+++=Hello
'd ^md+prd+aux++=EXTRAWORD
recommend ^vb+vsua+++=recommend
taking ^vbg+++xvbg+=taking
a ^at++++=a
taxi ^nn++++=taxi
to ^in++++=to
the ^ati++++=the
observatory ^nn++++=observatory
since ^cs+sub+++=since
the ^ati++++=the
buses ^nns++++=buses
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
go ^vb++++=go
up ^rb+phrv+++=up
there ^rn+pl+++=there
just ^rb+emph+++=just
because ^cs+cos+++=because
of ^in"++++=of
how ^wrb+who+++=how
steep ^jj++++=steep
the ^ati++++=the
hill ^nn++++=hill
is ^vbz+bez+aux++=is
to ^to++++=to
get ^vbi++++=get
to ^to+vcmp+++=to
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
No ^at++++=No
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
a ^at++++=a
visitor ^nn++++=visitor
services ^nns++++=services
specialist ^jj++++=specialist
at ^in++++=at
the ^ati++++=the
Flagstaff ^np+++??+=Flagstaff
Visitor ^nn++++=Visitor
Center ^np+++??+=Center.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
name ^nn++++=name
is ^vbz+bez+vrb++=is
< ^zz++++=<Tour
tour ^nn++++=EXTRAWORD
Guide ^vb++++=Guide
A ^at++++=A>.
> ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
you ^pp2+pp2+++=you
as ^rb++++=as
well ^rb++++=well!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
also ^rb++++=also
speak ^vb++++=speak
French ^nn++++=French.
. ^zz++++=EXTRAWORD
haha ^nn+++??+=haha
bonjour ^nn+++??+=bonjour.
. ^zz++++=EXTRAWORD
Vous ^np+++??+=Vous
parlez ^&fw++++=parlez
francais ^&fw++++=francais
? ^zz++++=?
A ^at++++=A
vous ^&fw++++=vous
aussi ^nn+++??+=aussi.
. ^zz++++=EXTRAWORD
Nous ^&fw++++=Nous
avons ^nps++++=avons
beacoup ^nn+++??+=beacoup
des ^&fw++++=des
francophones ^nns+++??+=francophones
qui ^&fw++++=qui
viennent ^jj++++=viennent
' ^zz++++='a
a ^at++++=EXTRAWORD
Flagstaff ^np+++??+=Flagstaff
pour ^vb++++=pour
le ^&fw++++=le
Grand ^jj+atrb+++=Grand
Canyon ^np+++??+=Canyon
et ^&fw++++=et
la ^np++++=la
Route ^nn++++=Route
66 ^cd++++=66.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
why ^wrb+who+++=why?
? ^zz++++=EXTRAWORD
Very ^ql+amp+++=Very
philosophical ^jj++++=philosophical
of ^in++++=of
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
lived ^vbd+++xvbnx+=lived
in ^in+ppvb+++=in
Champagne ^nn++++=Champagne-Ardenne,
- ^zz++++=EXTRAWORD
ardenne ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
about ^rb++++=about
10 ^cd++++=10
years ^nns++++=years
ago ^rb++++=ago.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
an ^at++++=an
exchange ^nn++++=exchange
student ^nn++++=student.
. ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
lived ^vbd+++xvbnx+=lived
close ^rb++++=close
to ^to++++=to
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
in ^in++++=in
Troyes ^np++++=Troyes.
. ^zz++++=EXTRAWORD
Ahhhh ^np+++??+=Ahhhh
d ^zz++++=d'accord.
'accord. ^nn+++??+=EXTRAWORD
Very ^ql+amp+++=Very
cool ^nn++++=cool!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It
depends ^vbz++++=depends
on ^in+ppvb+++=on
your ^pp$+pp2+++=your
interests ^nns++++=interests
Route ^nn++++=Route
66 ^cd++++=66
is ^vbz+bez+vrb++=is
always ^rb++++=always
a ^at++++=a
popular ^jj+atrb+++=popular
one ^pn++++=one,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
Route ^nn++++=Route
66 ^cd++++=66
passports ^nns+++??+=passports
at ^in++++=at
the ^ati++++=the
Flagstaff ^np+++??+=Flagstaff
Visitor ^nn++++=Visitor
Center ^np+++??+=Center
so ^ql++++=so
you ^pp2+pp2+++=you
can ^md+pos+++=can
get ^vb++++=get
stamps ^nns++++=stamps
all ^abn++++=all
along ^in++++=along
the ^ati++++=the
route ^nn++++=route
in ^in++++=in
Arizona ^np++++=Arizona
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
want ^vb++++=want
to ^to+vcmp+++=to
do ^vbi++++=do
a ^at++++=a
bit ^nn++++=bit
of ^in++++=of
a ^at++++=a
roadtrip ^nn+++??+=roadtrip.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
you ^pp2+pp2+++=you
want ^vb++++=want
to ^to+vcmp+++=to
stay ^vbi++++=stay
closer ^rbr++++=closer,
, ^zz++++=EXTRAWORD
one ^pn++++=one
of ^in++++=of
my ^pp$+pp1+++=my
personal ^jj+atrb+++=personal
favorites ^nns++++=favorites
is ^vbz+bez+vrb++=is
the ^ati++++=the
Flagstaff ^np+++??+=Flagstaff
Extreme ^jj+atrb+++=Extreme
Adventure ^nn++++=Adventure
course ^nn++++=course.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
climb ^vb++++=climb
through ^in++++=through
the ^ati++++=the
trees ^nns++++=trees
and ^cc++++=and
zipline ^nn+++??+=zipline.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
have ^vb+hv+vrb++=have
5 ^zz++++=5
courses ^nns++++=courses
and ^cc++++=and
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
lot ^nn++++=lot
of ^in++++=of
fun ^nn++++=fun.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
you ^pp2+pp2+++=you
want ^vb++++=want
to ^to+vcmp+++=to
look ^vbi++++=look
online ^nn+++??+=online,
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
website ^nn++++=website
is ^vbz+bez+vrb++=is
www.flagstaffarizona.org ^jj+pred++??+=www.flagstaffarizona.org,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
can ^md+pos+++=can
stop ^vb++++=stop
in ^in++++=in
to ^in++++=to
the ^ati++++=the
Flagstaff ^np+++??+=Flagstaff
Visitor ^nn++++=Visitor
Center ^np+++??+=Center
in ^in++++=in
the ^ati++++=the
historic ^jj+atrb+++=historic
train ^nn++++=train
station ^nn+nom+++=station
during ^in++++=during
your ^pp$+pp2+++=your
trip ^nn++++=trip
for ^in++++=for
more ^ql++++=more
information ^nn+nom+++=information!
! ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
there ^rn+pl+++=there
anything ^pn++++=anything
else ^rb+cnj+++=else
I ^pp1a+pp1+++=I
can ^md+pos+++=can
help ^vb++++=help
you ^pp2+pp2+++=you
with ^in++++=with
today ^nr+tm+++=today?
? ^zz++++=EXTRAWORD
Haha ^np+++??+=Haha
that ^tht+rel+subj++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
perfectly ^rb+amp+++=perfectly
fine ^jj++++=fine!
! ^zz++++=EXTRAWORD
have ^vb+hv+vrb++=Have
a ^at++++=a
good ^jj+atrb+++=good
evening ^nn++++=evening!
! ^zz++++=EXTRAWORD
