Hello ^rb+dspt+++=Hello
snow ^nn++++=snow
up ^rp++++=up
at ^in++++=at
the ^ati++++=the
top ^jjb++++=top,
, ^zz++++=EXTRAWORD
so ^ql++++=so
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
very ^ql+amp+++=very
refreshing ^jj+atrb+++=refreshing
and ^cc+phrs+++=and
different ^jj+atrb+++=different
perspective ^nn++++=perspective
of ^in++++=of
the ^ati++++=the
area ^nn++++=area.
. ^zz++++=EXTRAWORD
The ^ati++++=The
last ^jj+atrb+++=last
time ^nn++++=time
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
Bear ^vb+vprv+++=Bear
Jaw ^nn++++=Jaw/Abineau,
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
about ^in++++=about
5 ^zz++++=5-6
- ^zz++++=EXTRAWORD
6 ^zz++++=EXTRAWORD
hours ^nns++++=hours,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
remember ^nn+nom+++=remember
correctly ^rb++++=correctly.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
stopped ^vbd+++xvbn+=stopped
for ^in++++=for
a ^at++++=a
while ^cs+sub+++=while
at ^in++++=at
the ^ati++++=the
stop ^nn++++=stop
of ^in++++=of
the ^ati++++=the
trail ^nn++++=trail
for ^in++++=for
a ^at++++=a
break ^nn++++=break
and ^cc++++=and
to ^to++++=to
take ^vbi++++=take
in ^rb+phrv+++=in
the ^ati++++=the
views ^nns++++=views.
. ^zz++++=EXTRAWORD
As ^in++++=As
for ^in"++++=for
post ^nn++++=post-hike
- ^zz++++=EXTRAWORD
hike ^nn+++??+=EXTRAWORD
restaurants ^nns+nom+++=restaurants,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
have ^vb+hv+vrb++=have
some ^dti++++=some
really ^rb+emph+++=really
great ^jj+atrb+++=great
burger ^jjr+atrb+++=burger
places ^nns++++=places
Diabolo ^np+++??+=Diabolo
Burger ^np+++??+=Burger
is ^vbz+bez+vrb++=is
in ^in++++=in
the ^ati++++=the
center ^nn++++=center
of ^in++++=of
town ^nn++++=town,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
for ^in++++=for
a ^at++++=a
brewery ^nn+nom+++=brewery
you ^pp2+pp2+++=you
could ^md+pos+++=could
go ^vb++++=go
to ^in++++=to
the ^ati++++=the
Lumberyard ^np+++??+=Lumberyard
for ^in++++=for
a ^at++++=a
local ^jj+atrb+++=local
beer ^nn++++=beer
and ^cc++++=and
burger ^jjr++++=burger.
. ^zz++++=EXTRAWORD
Would ^md+prd+++=Would
you ^pp2+pp2+++=you
prefer ^vb+vprv+++=prefer
hosted ^vwbn+++xvbn+=hosted
campsites ^nns++++=campsites,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
interested ^vbd+++xvbn+=interested
in ^in++++=in
doing ^nn++++=doing
disbursed ^vbd+++xvbn+=disbursed
camping ^nvbg+++xvbg+=camping
in ^in++++=in
the ^ati++++=the
forest ^nn++++=forest?
? ^zz++++=EXTRAWORD
ok ^rb+dspt+++=ok
perfect ^jj++++=perfect.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
a ^at++++=a
motor ^nn++++=motor
vehicle ^nn++++=vehicle
use ^nn++++=use
map ^nn++++=map
that ^tht+rel+obj++=that
the ^ati++++=the
Usda ^np+++??+=USDA
prints ^nns++++=prints
once ^rb+tm+++=once
a ^at++++=a
year ^nn++++=year
that ^tht+rel+subj++=that
shows ^vbz+vprv+++=shows
all ^abn++++=all
of ^in++++=of
the ^ati++++=the
allowed ^nn++++=allowed
disbursed ^vbd+++xvbn+=disbursed
camping ^jj+++xvbg+=camping.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
quite ^abl++++=quite
a ^ap++++=a
few ^ap"++++=few
areas ^nns++++=areas
on ^in++++=on
the ^ati++++=the
forest ^nn++++=forest
roads ^nns++++=roads
on ^in++++=on
the ^ati++++=the
way ^nn++++=way
to ^to++++=to
Bear ^vbi+vprv+++=Bear
Jaw ^nn++++=Jaw/Abineau
where ^wrb+who+++=where
you ^pp2+pp2+++=you
would ^md+prd+++=would
be ^vb+be+vrb++=be
able ^jj+pred+++=able
to ^to+jcmp+++=to
camp ^vb++++=camp.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
you ^pp2+pp2+++=you
want ^vb++++=want
a ^at++++=a
printed ^jj+atrb++xvbn+=printed
copy ^nn++++=copy,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
pick ^vb++++=pick
that ^cs+sub+++=that
up ^rp++++=up
either ^dt++++=either
at ^in++++=at
the ^ati++++=the
Flagstaff ^np+++??+=Flagstaff
Visitor ^nn++++=Visitor
Center ^np+++??+=Center
or ^cc++++=or
at ^in++++=at
either ^dt++++=either
of ^in++++=of
the ^ati++++=the
forest ^nn++++=forest
service ^nn++++=service
offices ^nns++++=offices
in ^in++++=in
Flagstaff ^np+++??+=Flagstaff.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
you ^pp2+pp2+++=you
just ^rb+emph+++=just
want ^vb++++=want
a ^at++++=a
digital ^jj+atrb+++=digital
copy ^nn++++=copy,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
find ^vb+vprv+++=find
that ^tht+vcmp+++=that
on ^rp++++=on
this ^dt+dem+++=this
webpage ^nn+nom+++=webpage:
: ^zz++++=EXTRAWORD
< ^zz++++=<link>
link ^nn++++=EXTRAWORD
> ^zz++++=EXTRAWORD
The ^ati++++=The
digital ^jj+atrb+++=digital
version ^nn++++=version
is ^vbz+bez+vrb++=is
a ^rb++++=a
little ^rb"++++=little
different ^jj++++=different
from ^in++++=from
the ^ati++++=the
printed ^jj+atrb++xvbn+=printed
map ^nn++++=map.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
printed ^jj+atrb++xvbn+=printed
map ^nn++++=map,
, ^zz++++=EXTRAWORD
any ^dt++++=any
forest ^nn++++=forest
roads ^nns++++=roads
in ^in++++=in
grey ^jj++++=grey
that ^dt+pdem+++=that
have ^vb+hv+vrb++=have
dots ^nns++++=dots
on ^in++++=on
the ^ati++++=the
sides ^nns++++=sides
of ^in++++=of
the ^ati++++=the
road ^nn++++=road
allow ^vb++++=allow
disbursed ^vwbn+++xvbn+=disbursed
camping ^nvbg+++xvbg+=camping
up ^rp++++=up
to ^to++++=to
300 ^cd++++=300
feet ^nns++++=feet
off ^in+pl+++=off
the ^ati++++=the
road ^nn++++=road.
. ^zz++++=EXTRAWORD
No ^uh++++=No
dots ^nns++++=dots
means ^in++++=means
30 ^cd++++=30
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
use ^vb++++=use
the ^ati++++=the
digital ^jj+atrb+++=digital
map ^nn++++=map
often ^rb+cnj+++=often,
, ^zz++++=EXTRAWORD
so ^ql++++=so
you ^pp2+pp2+++=you
would ^md+prd+++=would
have ^md"++pmd"++=have
to ^md+nec+++=to
look ^vb++++=look
at ^in++++=at
the ^ati++++=the
key ^nn++++=key
to ^to++++=to
see ^vbi+vprv+++=see
for ^cs+sub+++=for
that ^dt+dem+++=that
one ^pn++++=one.
. ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
there ^rn+pl+++=there
anything ^pn++++=anything
else ^rb+cnj+++=else
I ^pp1a+pp1+++=I
can ^md+pos+++=can
help ^vb++++=help
you ^pp2+pp2+++=you
with ^in++++=with
today ^nr+tm+++=today?
? ^zz++++=EXTRAWORD
Ok ^rb+dspt+++=Ok.
. ^zz++++=EXTRAWORD
Great ^jj++++=Great.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
that ^tht+vcmp+++=that
is ^vbz+bez+vrb++=is
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
thank ^vb++++=thank
you ^pp2+pp2+++=you
for ^in++++=for
your ^pp$+pp2+++=your
help ^nn++++=help.
. ^zz++++=EXTRAWORD
Thank ^vb++++=Thank
you ^pp2+pp2+++=you!
! ^zz++++=EXTRAWORD
have ^vb+hv+vrb++=Have
a ^at++++=a
good ^jj+atrb+++=good
rest ^nn++++=rest
of ^in++++=of
your ^pp$+pp2+++=your
day ^nn++++=day.
. ^zz++++=EXTRAWORD
