Hello ^rb+dspt+++=Hello
they ^pp3a+pp3+++=they'd
'd ^md+prd+aux++0=EXTRAWORD
like ^vb++++=like
a ^at++++=a
short ^nn++++=short
walk ^vb++++=walk
around ^rp++++=around
downtown ^rn++++=downtown,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
a ^at++++=a
historic ^jj+atrb+++=historic
walking ^jj+atrb++xvbg+=walking
tour ^nn++++=tour
brochure ^nn++++=brochure
at ^in++++=at
the ^ati++++=the
Flagstaff ^np+++??+=Flagstaff
Visitor ^nn++++=Visitor
Center ^np+++??+=Center
and ^cc++++=and
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
an ^at++++=an
easy ^nn++++=easy
walk ^vb++++=walk
where ^wrb+who+++=where
you ^pp2+pp2+++=you
can ^md+pos+++=can
also ^rb++splt++=also
learn ^vb+vprv+++=learn
the ^ati++++=the
history ^nn++++=history
of ^in++++=of
the ^ati++++=the
town ^nn++++=town
and ^cc++++=and
check ^vb+vprv+++=check
out ^rp+pl+++=out
the ^ati++++=the
local ^jj+atrb+++=local
shops ^nns++++=shops
and ^cc++++=and
galleries ^nns+nom+++=galleries.
. ^zz++++=EXTRAWORD
h ^zz++++=h
Page ^nn++++=Page:]
: ^zz++++=EXTRAWORD
] ^zz++++=EXTRAWORD
At ^in++++=At
the ^ati++++=the
Flagstaff ^np+++??+=Flagstaff
Visitor ^nn++++=Visitor
Center ^np+++??+=Center,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
have ^vb+hv+vrb++=have
a ^at++++=a
guide ^nn++++=guide
called ^vbd+++xvbn+=called
Explore ^vb++++=Explore
Flagstaff ^np+++??+=Flagstaff
that ^tht+rel+subj++=that
gives ^vbz++++=gives
a ^at++++=a
5 ^zz++++=5-day
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
itinerary ^nn+nom+++=itinerary
that ^tht+rel+obj++=that
you ^pp2+pp2+++=you
can ^md+pos+++=can
easily ^rb++splt++=easily
expand ^vb++++=expand
into ^in++++=into
10 ^cd++++=10
days ^nns++++=days.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+aux++=is
sectioned ^vpsv++agls+xvbnx+=sectioned
off ^rp+pl+++=off
into ^in++++=into
different ^jj+atrb+++=different
areas ^nns++++=areas,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
day ^nn++++=day
trips ^nns++++=trips,
, ^zz++++=EXTRAWORD
grand ^jj+atrb+++=grand
canyon ^nn++++=canyon,
, ^zz++++=EXTRAWORD
historic ^jj++++=historic,
, ^zz++++=EXTRAWORD
and ^rb++++=and
so ^rb"++++=so
on ^rb"++++=on.
. ^zz++++=EXTRAWORD
Sure ^uh++++=Sure!
! ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
you ^pp2+pp2+++=you
want ^vb++++=want
a ^at++++=a
full ^jj+atrb+++=full
day ^nn++++=day,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
would ^md+prd+++=would
say ^vb+vpub+tht0++=say
you ^pp2+pp2+++=you
can ^md+pos+++=can
visit ^vb++++=visit
Walnut ^nn++++=Walnut
Canyon ^np+++??+=Canyon
national ^jj+atrb+++=national
monument ^nn+nom+++=monument
just ^rb+emph+++=just
15 ^cd++++=15
minutes ^nns++++=minutes
east ^nr+pl+++=east
of ^in++++=of
town ^npl++++=town
on ^rp++++=on
I ^pp1a+pp1+++=I-40
- ^zz++++=EXTRAWORD
40 ^cd++++=EXTRAWORD
and ^cc++++=and
go ^vb++++=go
out ^rp+pl+++=out
to ^in++++=to
the ^ati++++=the
Meteor ^np+++??+=Meteor
Crater ^np+++??+=Crater,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
loop ^nn++++=loop
back ^nn++++=back
to ^in++++=to
town ^nn++++=town
for ^in++++=for
lunch ^nn++++=lunch
and ^cc++++=and
head ^nn++++=head
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
Sunset ^nn++++=Sunset
Crater ^np+++??+=Crater
and ^cc++++=and
Wupatki ^np+++??+=Wupatki
ruins ^nns++++=ruins.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
can ^md+pos+++=can
find ^vb+vprv+++=find
information ^nn+nom+++=information
on ^in++++=on
all ^abn++++=all
of ^in++++=of
the ^ati++++=the
attractions ^nns+nom+++=attractions
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
listed ^vprf+++xvbnx+=listed
at ^in++++=at
our ^pp$+pp1+++=our
website ^nn++++=website,
, ^zz++++=EXTRAWORD
www.flagstaffarizona.org ^nn+++??+=www.flagstaffarizona.org,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
for ^in++++=for
any ^dt++++=any
of ^in++++=of
the ^ati++++=the
national ^jj+atrb+++=national
monuments ^nns+nom+++=monuments
they ^pp3a+pp3+++=they
also ^rb++++=also
have ^vb+hv+vrb++=have
their ^pp$+pp3+++=their
own ^ap++++=own
websites ^nns++++=websites.
. ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
national ^jj+atrb+++=national
parks ^nns++++=parks,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
a ^at++++=a
national ^jj+atrb+++=national
parks ^nns++++=parks
pass ^vb++++=pass
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
free ^jj+pred+++=free
for ^in++++=for
everyone ^pn++++=everyone
in ^in++++=in
the ^ati++++=the
vehicle ^nn++++=vehicle,
, ^zz++++=EXTRAWORD
otherwise ^rb+cnj+++=otherwise
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
$ ^zz++++=$20/car
20 ^cd++++=EXTRAWORD
at ^in++++=at
Sunset ^nn++++=Sunset
and ^cc++++=and
Wupatki ^np+++??+=Wupatki
and ^cc++++=and
$ ^zz++++=$8/person
8 ^zz++++=EXTRAWORD
at ^in++++=at
Walnut ^nn++++=Walnut
Canyon ^np+++??+=Canyon.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
to ^to++++=to
worry ^vbi+vprv+++=worry,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
understood ^vbd+vprv++xvbnx+=understood!
! ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
looking ^vbg+++xvbgx+=looking
at ^in++++=at
Flagstaff365.com ^np+++??+=Flagstaff365.com,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
see ^vb+vprv+++=see
that ^tht+vcmp+++=that
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
quite ^abl++++=quite
a ^ap++++=a
few ^ap"++++=few
concert ^nn++++=concert
series ^nn++++=series
going ^vwbg+++xvbg+=going
on ^in++++=on
in ^in++++=in
August ^nr++++=August.
. ^zz++++=EXTRAWORD
< ^zz++++=<link>
link ^nn++++=EXTRAWORD
> ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
is ^vbz+bez+vrb++=is
the ^ati++++=the
link ^nn++++=link
to ^in++++=to
my ^pp$+pp1+++=my
August ^nr++++=August
search ^nn++++=search.
. ^zz++++=EXTRAWORD
Flagstaff ^np+++??+=Flagstaff
365 ^cd++++=365
is ^vbz+bez+vrb++=is
the ^ati++++=the
events ^nns++++=events
website ^nn++++=website
for ^in++++=for
Flagstaff ^np+++??+=Flagstaff,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
they ^pp3a+pp3+++=they
update ^nn++++=update
nearly ^rb+down+++=nearly
every ^at++++=every
day ^nn++++=day
with ^in++++=with
more ^ql++++=more
events ^nns++++=events
and ^cc++++=and
activites ^nns++++=activites
So ^rb++++=So
even ^cs+sub+++=even
if ^cs+cnd+++=if
there ^ex+pex+++=there
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
something ^pn++++=something
listed ^vbd+++xvbn+=listed
right ^nn++++=right
now ^rn+tm+++=now
that ^dt+pdem+++=that
would ^md+prd+++=would
interest ^vb++++=interest
you ^pp2+pp2+++=you
or ^cc++++=or
your ^pp$+pp2+++=your
family ^nn++++=family,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
may ^md+pos+++=may
be ^vb+be+vrb++=be
other ^ppls++++=other
events ^nns++++=events
posted ^vbd+++xvbn+=posted
in ^in++++=in
a ^at++++=a
month ^nn++++=month
or ^cc++++=or
two ^cd++++=two
for ^cs+sub+++=for
that ^dt+dem+++=that
timeframe ^nn+++??+=timeframe.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
can ^md+pos+++=can
also ^rb++splt++=also
go ^vb++++=go
to ^in++++=to
www.flaglive.com ^nn+++??+=www.flaglive.com
for ^in++++=for
more ^ql++++=more
music ^nn++++=music-focused
- ^zz++++=EXTRAWORD
focused ^vbd+++xvbn+=EXTRAWORD
events ^nns++++=events.
. ^zz++++=EXTRAWORD
Flag ^nn++++=Flag
Live ^vb++++=Live
does ^vbz+doz+vrb++=does
list ^nn++++=list
events ^nns++++=events
in ^in++++=in
Verde ^np+++??+=Verde
Valley ^nn++++=Valley,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
otherwise ^rb+cnj+++=otherwise
these ^dt+dem+++=these
websites ^nns++++=websites
are ^vb+ber+vrb++=are
Flagstaff ^np+++??+=Flagstaff-focused.
- ^zz++++=EXTRAWORD
focused ^vbd+++xvbn+=EXTRAWORD
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+vrb++=have
as ^ql++++=as
much ^ap++++=much
information ^nn+nom+++=information
for ^in++++=for
the ^ati++++=the
Phoenix ^nn++++=Phoenix
area ^nn++++=area,
, ^zz++++=EXTRAWORD
unfortunately ^rb++++=unfortunately.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+aux++=do
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
have ^vb+hv+vrb++=have
a ^at++++=a
downtown ^rn++++=downtown
First ^rb++++=First
Friday ^nr++++=Friday
event ^nn++++=event,
, ^zz++++=EXTRAWORD
like ^in++++=like
we ^pp1a+pp1+++=we
do ^vb+do+vrb++=do
here ^rn+pl+++=here
in ^in++++=in
Flagstaff ^np+++??+=Flagstaff,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
also ^rb++++=also
keep ^vb++++=keep
in ^rb+phrv+++=in
mind ^vb+++??+=mind
that ^tht+vcmp+++=that
in ^rp++++=in
August ^nr++++=August,
, ^zz++++=EXTRAWORD
Phoenix ^np++++=Phoenix
will ^md+prd+++=will
be ^vb+be+vrb++=be
significantly ^rb++++=significantly
hotter ^jjr+pred+++=hotter
than ^in++++=than
here ^rn+pl+++=here
in ^in++++=in
Flagstaff ^np+++??+=Flagstaff.
. ^zz++++=EXTRAWORD
Where ^wrb+who+++=Where
we ^pp1a+pp1+++=we'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
in ^in++++=in
the ^ati++++=the
80s ^cd++++=80s,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
can ^md+pos+++=can
be ^vb+be+vrb++=be
in ^in++++=in
the ^ati++++=the
110 ^cd++++=110-120
- ^zz++++=EXTRAWORD
120 ^cd++++=EXTRAWORD
range ^nn++++=range.
. ^zz++++=EXTRAWORD
Absolutely ^rb+amp+++=Absolutely!
! ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
music ^nn++++=music,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
best ^jjt+atrb+++=best
bet ^nn++++=bet
is ^vbz+bez+aux++=is
to ^to++++=to
look ^vbi++++=look
at ^in++++=at
the ^ati++++=the
Flag ^nn++++=Flag
Live ^vb++++=Live
website ^nn++++=website.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
will ^md+prd+++=will
have ^vb+hv+vrb++=have
the ^ati++++=the
most ^ql+emph+++=most
up ^rp++++=up-to-date
- ^zz++++=EXTRAWORD
to ^to++++=EXTRAWORD
- ^zz++++=EXTRAWORD
date ^nn++++=EXTRAWORD
information ^nn+nom+++=information
available ^jj++++=available,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
you ^pp2+pp2+++=you
can ^md+pos+++=can
also ^rb++splt++=also
look ^vb++++=look
at ^in++++=at
the ^ati++++=the
Oprheum ^np++++=Oprheum's
's ^$++++=EXTRAWORD
schedule ^nn++++=schedule
at ^in++++=at
< ^zz++++=<link>
link ^nn++++=EXTRAWORD
> ^zz++++=EXTRAWORD
to ^to++++=to
see ^vbi+vprv+++=see
if ^cs+cnd+++=if
they ^pp3a+pp3+++=they
have ^vb+hv+vrb++=have
any ^dt++++=any
rock ^nn++++=rock
bands ^nns++++=bands
coming ^vwbg+++xvbg+=coming
in ^in+strn+++=in.
. ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
highlights ^nns++++=highlights
of ^in++++=of
Flagstaff ^np+++??+=Flagstaff,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
look ^vb++++=look
at ^in++++=at
< ^zz++++=<link>
link ^nn++++=EXTRAWORD
> ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
really ^rb+emph+++=really
have ^vb+hv+vrb++=have
any ^dt++++=any
night ^nn++++=night
clubs ^nns++++=clubs.
. ^zz++++=EXTRAWORD
The ^ati++++=The
closest ^jjt++++=closest
I ^pp1a+pp1+++=I
can ^md+pos+++=can
think ^vb+vprv+++=think
of ^in++++=of
is ^vbz+bez+vrb++=is
Collins ^np++++=Collins
Irish ^jj+atrb+++=Irish
Pub ^nn++++=Pub.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Museum ^nn++++=Museum
Club ^nn++++=Club
has ^vbz+hvz+vrb++=has
line ^nn++++=line
dancing ^vwbg+++xvbg+=dancing,
, ^zz++++=EXTRAWORD
but ^cs+sub+++=but
that ^cs"++++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
completely ^rb+amp+++=completely
different ^jj++++=different
from ^in++++=from
a ^at++++=a
night ^nn++++=night
club ^nn++++=club.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Orpheum ^np+++??+=Orpheum
is ^vbz+bez+vrb++=is
a ^at++++=a
concert ^nn++++=concert
venue ^nn++++=venue,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
also ^rb++++=also
has ^vbz+hvz+vrb++=has
a ^at++++=a
bar ^nn++++=bar
in ^in++++=in
it ^pp3+it+++=it
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is
only ^rb+down+++=only
open ^jj+pred+++=open
during ^in++++=during
performances ^nns+nom+++=performances.
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
a ^at++++=a
problem ^nn++++=problem,
, ^zz++++=EXTRAWORD
thank ^vb++++=thank
you ^pp2+pp2+++=you
for ^in++++=for
letting ^xvbg+++xvbg+=letting
me ^pp1o+pp1+++=me
know ^vb+vprv+++=know!
! ^zz++++=EXTRAWORD
The ^ati++++=The
Museum ^nn++++=Museum
Club ^nn++++=Club
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
an ^at++++=an
actual ^jj+atrb+++=actual
museum ^nn++++=museum
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
country ^nn++++=country
music ^nn++++=music
venue ^nn++++=venue
and ^cc++++=and
is ^vbz+bez+vrb++=is
original ^jj+pred+++=original
to ^in++++=to
Route ^nn++++=Route
66 ^cd++++=66.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
can ^md+pos+++=can
see ^vb+vprv+++=see
their ^pp$+pp3+++=their
schedule ^nn++++=schedule
on ^in++++=on
their ^pp$+pp3+++=their
website ^nn++++=website
at ^in++++=at
< ^zz++++=<link>
link ^nn++++=EXTRAWORD
> ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
teach ^vb+vsua+tht0++=teach
you ^pp2+pp2+++=you
how ^wrb+who+++=how
to ^to++++=to
dance ^vbi++++=dance,
, ^zz++++=EXTRAWORD
so ^ql++++=so
even ^cs+sub+++=even
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
how ^wrb+who+whcl++=how
to ^in++++=to
line ^nn++++=line
dance ^nn++++=dance
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
very ^ql+amp+++=very
easy ^jj++++=easy
to ^to+jcmp+++=to
pick ^vbi++++=pick
up ^rp++++=up!
! ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
there ^rn+pl+++=there
anything ^pn++++=anything
else ^rb+cnj+++=else
I ^pp1a+pp1+++=I
can ^md+pos+++=can
help ^vb++++=help
you ^pp2+pp2+++=you
with ^in+strn+++=with?
? ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
in ^rp++++=in
town ^npl++++=town,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
also ^rb++splt++=also
come ^vb++++=come
by ^in++++=by
the ^ati++++=the
Flagstaff ^np+++??+=Flagstaff
Visitor ^nn++++=Visitor
Center ^np+++??+=Center
to ^to++++=to
pick ^vbi++++=pick
up ^in++++=up
maps ^nns++++=maps
and ^cc++++=and
brochures ^nns+++??+=brochures
about ^rb++++=about
what ^wdt+who+++=what
we ^pp1a+pp1+++=we've
've ^vb+hv+aux++0=EXTRAWORD
discussed ^vprf+++xvbnx+=discussed.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We're
're ^vb+ber+vrb++0=EXTRAWORD
in ^in++++=in
the ^ati++++=the
train ^nn++++=train
station ^npl+nom+++=station
in ^rp++++=in
the ^ati++++=the
downtown ^np++++=Downtown
area ^nn++++=area.
. ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=I'm
am ^vb+bem+vrb++=EXTRAWORD
glad ^jj+pred+++=glad
to ^to+jcmp+++=to
help ^vb++++=help!
! ^zz++++=EXTRAWORD
