hello ^rb+dspt+++=hello
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
walk ^nn++++=walk
where ^wrb+who+++=where
you ^pp2+pp2+++=you
can ^md+pos+++=can
learn ^vb+vprv+++=learn
the ^ati++++=the
history ^nn++++=history
of ^in++++=of
the ^ati++++=the
town ^nn++++=town
and ^cc++++=and
visit ^nn++++=visit
the ^ati++++=the
shops ^nns++++=shops
and ^cc++++=and
galleries ^nns+nom+++=galleries.
. ^zz++++=EXTRAWORD
at ^in++++=at
our ^pp$+pp1+++=our
visitor ^nn++++=visitor
center ^jjr++++=center,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
have ^vb+hv+aux++=have
a ^at++++=a
guide ^vb++++=guide
that ^dt+pdem+++=that
gives ^vbz++++=gives
you ^pp2+pp2+++=you
a ^at++++=a
5 ^zz++++=5-day
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
itinerary ^nn+nom+++=itinerary
that ^tht+rel+obj++=that
you ^pp2+pp2+++=you
can ^md+pos+++=can
expand ^vb++++=expand
into ^in++++=into
10 ^cd++++=10
days ^nns++++=days.
. ^zz++++=EXTRAWORD
The ^ati++++=The
name ^nn++++=name
is ^vbz+bez+aux++=is
explore ^vb++++=explore
flagstaff ^nn+++??+=flagstaff
it ^pp3+it+++=it's
's ^vbz+bez+aux++0=EXTRAWORD
sectioned ^vpsv++agls+xvbnx+=sectioned
off ^in+pl+++=off
into ^in++++=into
areas ^nns++++=areas,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
day ^np++++=day
trips ^nns++++=trips,
, ^zz++++=EXTRAWORD
Grandc ^np+++??+=GrandC,
, ^zz++++=EXTRAWORD
historic ^jj++++=historic,
, ^zz++++=EXTRAWORD
and ^rb++++=and
so ^rb"++++=so
on ^rb"++++=on.
. ^zz++++=EXTRAWORD
sure ^jj++++=sure!
! ^zz++++=EXTRAWORD
to ^to++++=to
enjoy ^vbi++++=enjoy
a ^at++++=a
full ^jj+atrb+++=full
day ^nn++++=day,
, ^zz++++=EXTRAWORD
i ^pp1a+pp1+++0=i'd
'd ^md+prd+aux++=EXTRAWORD
say ^vb+vpub+tht0++=say
you ^pp2+pp2+++=you
can ^md+pos+++=can
visit ^vb++++=visit
walnutc ^nn+++??+=walnutc
national ^jj+atrb+++=national
monument ^nn+nom+++=monument
just ^rb+emph+++=just
15 ^cd++++=15
minutes ^nns++++=minutes
east ^np+pl+++=east
of ^in++++=of
town ^nn++++=town
on ^in++++=on
i ^pp1a+pp1+++=i-40
- ^zz++++=EXTRAWORD
40 ^cd++++=EXTRAWORD
and ^cc++++=and
go ^vb++++=go
out ^rp+pl+++=out
to ^in++++=to
the ^ati++++=the
meteor ^nn++++=meteor
crater ^nn++++=crater,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
loop ^nn++++=loop
back ^jjb++++=back
to ^in++++=to
town ^nn++++=town
for ^in++++=for
lunch ^nn++++=lunch
head ^jjb++++=head
up ^in+cmpx+++=up
to ^in"++++=to
the ^ati++++=the
Sunsetc ^np+++??+=SunsetC
and ^cc++++=and
wupatki ^nn+++??+=wupatki
ruins ^nns++++=ruins.
. ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
find ^vb+vprv+++=find
details ^nns++++=details
on ^in++++=on
the ^ati++++=the
attractions ^nns+nom+++=attractions
i ^pp1a+pp1+++=i've
've ^vb+hv+aux++0=EXTRAWORD
listed ^vprf+++xvbnx+=listed
at ^rb++++=at
our ^pp$+pp1+++=our
website ^nn++++=website,
, ^zz++++=EXTRAWORD
www.flagstaffarizona.org ^nn+++??+=www.flagstaffarizona.org,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
you ^pp2+pp2+++=you
can ^md+pos+++=can
visit ^vb++++=visit
the ^ati++++=the
websites ^nns++++=websites
of ^in++++=of
the ^ati++++=the
national ^jj+atrb+++=national
monuments ^nns+nom+++=monuments.
. ^zz++++=EXTRAWORD
in ^in++++=in
case ^nn++++=case
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
a ^at++++=a
national ^jj+atrb+++=national
parks ^nns++++=parks
pass ^nn++++=pass,
, ^zz++++=EXTRAWORD
national ^jj+atrb+++=national
parks ^nns++++=parks
are ^vb+ber+vrb++=are
free ^jj+pred+++=free
for ^in++++=for
everyone ^pn++++=everyone
in ^in++++=in
the ^ati++++=the
vehicle ^nn++++=vehicle,
, ^zz++++=EXTRAWORD
otherwise ^rb+cnj+++=otherwise
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
$ ^zz++++=$20/car
20 ^cd++++=EXTRAWORD
at ^in++++=at
sunset ^nn++++=sunset
and ^cc++++=and
wupatki ^nn+++??+=wupatki
and ^cc++++=and
$ ^zz++++=$8/person
8 ^zz++++=EXTRAWORD
at ^in++++=at
Walnutc ^np+++??+=WalnutC.
. ^zz++++=EXTRAWORD
not ^xnot++not++=not
to ^to++++=to
worry ^vbi+vprv+++=worry,
, ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=i
understood ^vbd+vprv++xvbnx+=understood!
! ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=i'm
'm ^vb+bem+aux++0=EXTRAWORD
looking ^vbg+++xvbgx+=looking
at ^rb++++=at
flagstaff365.com ^nn+++??+=flagstaff365.com,
, ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=i
see ^vb+vprv+++=see
that ^tht+vcmp+++=that
we ^pp1a+pp1+++=we
have ^vb+hv+vrb++=have
quite ^rb++++=quite
a ^ap++++=a
few ^ap"++++=few
concerts ^nns++++=concerts
happening ^vwbg+++xvbg+=happening
august ^nr++++=august.
. ^zz++++=EXTRAWORD
< ^zz++++=<link>
link ^nn++++=EXTRAWORD
> ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
is ^vbz+bez+vrb++=is
the ^ati++++=the
link ^nn++++=link
to ^in++++=to
my ^pp$+pp1+++=my
August ^nr++++=August
search ^nn++++=search.
. ^zz++++=EXTRAWORD
flagstaff365 ^nn+++??+=flagstaff365
is ^vbz+bez+vrb++=is
the ^ati++++=the
events ^nns++++=events
website ^nn++++=website
for ^in++++=for
flagstaff ^nn+++??+=flagstaff,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
update ^vb++++=update
the ^ati++++=the
events ^nns++++=events
and ^cc++++=and
activites ^nns++++=activites
nearly ^rb+down+++=nearly
every ^at++++=every
day ^nn++++=day
so ^ql++++=so
even ^cs+sub+++=even
if ^cs+cnd+++=if
there ^ex+pex+++=there
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
something ^pn++++=something
listed ^vbd+++xvbn+=listed
right ^jj++++=right
now ^rn+tm+++=now
that ^dt+pdem+++=that
would ^md+prd+++=would
attract ^vb++++=attract
you ^pp2+pp2+++=you
or ^cc++++=or
your ^pp$+pp2+++=your
family ^nn++++=family,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
may ^md+pos+++=may
be ^vb+be+vrb++=be
other ^ap++++=other
events ^nns++++=events
posted ^vbd+++xvbn+=posted
a ^at++++=a
month ^nn++++=month
or ^cc++++=or
two ^cd++++=two
from ^in++++=from
that ^dt+dem+++=that
timeframe ^nn+++??+=timeframe.
. ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
visit ^vb++++=visit
www.flaglive.com ^nn+++??+=www.flaglive.com
to ^to++++=to
find ^vbi+vprv+++=find
music ^nn++++=music-focused
- ^zz++++=EXTRAWORD
focused ^vbd+++xvbn+=EXTRAWORD
events ^nns++++=events.
. ^zz++++=EXTRAWORD
Flaglive ^np+++??+=FlagLive
does ^vbz+doz+vrb++=does
list ^nn++++=list
events ^nns++++=events
in ^in++++=in
verde ^nn+++??+=verde
valley ^nn++++=valley.
. ^zz++++=EXTRAWORD
otherwise ^rb+cnj+++=otherwise
these ^dt+dem+++=these
websites ^nns++++=websites
are ^vb+ber+vrb++=are
flagstaff ^nn+++??+=flagstaff-focused.
- ^zz++++=EXTRAWORD
focused ^vbd+++xvbn+=EXTRAWORD
. ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+vrb++=have
as ^ql++++=as
much ^ap++++=much
details ^nns++++=details
for ^in++++=for
phoenix ^nn++++=phoenix,
, ^zz++++=EXTRAWORD
unfortunately ^rb++++=unfortunately.
. ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=i
do ^vb+do+aux++=do
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
downtown ^rn++++=downtown
first ^rb++++=first
friday ^nr++++=friday
event ^nn++++=event,
, ^zz++++=EXTRAWORD
like ^in++++=like
we ^pp1a+pp1+++=we
do ^vb+do+vrb++=do
here ^rn+pl+++=here,
, ^zz++++=EXTRAWORD
just ^rb+emph+++=just
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
in ^in++++=in
august ^nr++++=august,
, ^zz++++=EXTRAWORD
phoenix ^np++++=phoenix
will ^md+prd+++=will
be ^vb+be+vrb++=be
hotter ^jjr+pred+++=hotter
than ^in++++=than
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
where ^wrb+who+++=where
we ^pp1a+pp1+++=we'll
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
in ^in++++=in
the ^ati++++=the
80s ^cd++++=80s,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
can ^md+pos+++=can
be ^vb+be+vrb++=be
in ^in++++=in
the ^ati++++=the
110 ^cd++++=110-120.
- ^zz++++=EXTRAWORD
120 ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
absolutely ^rb+amp+++=absolutely!
! ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
music ^nn++++=music,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
best ^jjt+atrb+++=best
bet ^nn+++xvbn+=bet
is ^vbz+bez+aux++=is
to ^to++++=to
check ^vbi+vprv+++=check
the ^ati++++=the
Flaglive ^np+++??+=FlagLive.
. ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
get ^vb++++=get
the ^ati++++=the
most ^ap+emph+++=most
up ^rp++++=up-to-date
- ^zz++++=EXTRAWORD
to ^to++++=EXTRAWORD
- ^zz++++=EXTRAWORD
date ^nn++++=EXTRAWORD
information ^nn+nom+++=information
available ^jj++++=available.
. ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
check ^vb+vprv+++=check
the ^ati++++=the
oprheum ^nn+++??+=oprheum's
's ^$++++=EXTRAWORD
schedule ^nn++++=schedule
at ^in++++=at
< ^zz++++=<link>
link ^nn++++=EXTRAWORD
> ^zz++++=EXTRAWORD
to ^to++++=to
find ^vbi+vprv+++=find
any ^dti++++=any
rock ^nn++++=rock
bands ^nns++++=bands
coming ^vwbg+++xvbg+=coming
in ^in+strn+++=in.
. ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
check ^vb+vprv+++=check
the ^ati++++=the
highlights ^nns++++=highlights
of ^in++++=of
flagstaff ^nn+++??+=flagstaff
at ^in++++=at
< ^zz++++=<link>
link ^nn++++=EXTRAWORD
> ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
really ^rb+emph+++=really
have ^vb+hv+vrb++=have
any ^dti++++=any
night ^nn++++=night
clubs ^nns++++=clubs.
. ^zz++++=EXTRAWORD
the ^ati++++=the
closest ^jjt++++=closest
i ^pp1a+pp1+++=i
know ^vb+vprv+++=know
is ^vbz+bez+vrb++=is
collins ^np++++=collins
irish ^jj+atrb+++=irish
pub ^nn++++=pub.
. ^zz++++=EXTRAWORD
the ^ati++++=the
Museumc ^np+++??+=MuseumC
has ^vbz+hvz+vrb++=has
line ^nn++++=line
dancing ^vwbg+++xvbg+=dancing,
, ^zz++++=EXTRAWORD
but ^cs+sub+++=but
that ^cs"++++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
completely ^rb+amp+++=completely
different ^jj++++=different
from ^in++++=from
a ^at++++=a
night ^nn++++=night
club ^nn++++=club.
. ^zz++++=EXTRAWORD
the ^ati++++=the
orpheum ^nn+++??+=orpheum
is ^vbz+bez+vrb++=is
a ^at++++=a
concert ^nn++++=concert
venue ^nn++++=venue,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
also ^rb++++=also
has ^vbz+hvz+vrb++=has
a ^at++++=a
bar ^nn++++=bar
that ^tht+rel+subj++=that's
's ^vbz+bez+vrb++0=EXTRAWORD
only ^rb+down+++=only
open ^jj++++=open
during ^in++++=during
performances ^nns+nom+++=performances.
. ^zz++++=EXTRAWORD
not ^xnot++not++=not
a ^at++++=a
problem ^nn++++=problem,
, ^zz++++=EXTRAWORD
thank ^vb++++=thank
you ^pp2+pp2+++=you
for ^in++++=for
letting ^xvbg+++xvbg+=letting
me ^pp1o+pp1+++=me
know ^vb+vprv+++=know!
! ^zz++++=EXTRAWORD
the ^ati++++=the
Museumc ^np+++??+=MuseumC
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
really ^rb+emph+++=really
a ^at++++=a
museum ^nn++++=museum
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
country ^nn++++=country
music ^nn++++=music
venue ^nn++++=venue
and ^cc++++=and
is ^vbz+bez+vrb++=is
original ^nn+nom+++=original
to ^in++++=to
route ^nn++++=route
66 ^cd++++=66.
. ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
see ^vb+vprv+++=see
the ^ati++++=the
schedule ^nn++++=schedule
on ^in++++=on
the ^ati++++=the
website ^nn++++=website
< ^zz++++=<link>
link ^nn++++=EXTRAWORD
> ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
learn ^vb+vprv+++=learn
how ^wrb+who+whcl++=how
to ^to++++=to
dance ^vbi++++=dance
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
so ^ql++++=so
even ^cs+sub+++=even
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
how ^wrb+who+whcl++=how
to ^in++++=to
line ^nn++++=line
dance ^nn++++=dance
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
very ^ql+amp+++=very
easy ^jj++++=easy
to ^to+jcmp+++=to
pick ^vbi++++=pick
up ^rp++++=up!
! ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
there ^rn+pl+++=there
anything ^pn++++=anything
else ^rb+cnj+++=else
i ^pp1a+pp1+++=i
can ^md+pos+++=can
help ^vb++++=help
you ^pp2+pp2+++=you?
? ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
in ^in++++=in
town ^nn++++=town,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
visit ^vb++++=visit
our ^pp$+pp1+++=our
visitor ^nn++++=visitor
center ^jjr++++=center
to ^to++++=to
pick ^vbi++++=pick
up ^rp++++=up
maps ^nns++++=maps
and ^cc++++=and
brochures ^nns+++??+=brochures
that ^tht+rel+subj++=that
explain ^vb+vpub+++=explain
what ^wdt+who+whcl++=what
we ^pp1a+pp1+++=we've
've ^vb+hv+vrb++0=EXTRAWORD
discussed ^vprf+++xvbnx+=discussed.
. ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we're
're ^vb+ber+vrb++0=EXTRAWORD
in ^in++++=in
the ^ati++++=the
train ^nn++++=train
station ^nn+nom+++=station
in ^in++++=in
downtown ^rn++++=downtown.
. ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=I'm
am ^vb+bem+vrb++=EXTRAWORD
glad ^jj+pred+++=glad
to ^to+jcmp+++=to
help ^vb++++=help!
! ^zz++++=EXTRAWORD
