hello ^rb+dspt+++=hello
. ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
have ^vb+hv+aux++=have
mix ^vb++++=mix
on ^in++++=on
the ^ati++++=the
square ^nn++++=square
that ^tht+rel+subj++=that
is ^vbz+bez+vrb++=is
a ^at++++=a
soup ^nn++++=soup
and ^cc++++=and
sandwich ^nn++++=sandwich
restaurant ^nn+nom+++=restaurant.
. ^zz++++=EXTRAWORD
beaver ^jjr+atrb+++=beaver
street ^nn++++=street
is ^vbz+bez+vrb++=is
an ^at++++=an
american ^jj++++=american-italian
- ^zz++++=EXTRAWORD
italian ^jj+atrb+++=EXTRAWORD
restaurant ^nn+nom+++=restaurant
as ^cc++++=as
well ^rb++++=well
as ^cc"++++=as
being ^vbg+beg++xvbg+=being
one ^pn++++=one
of ^in++++=of
our ^pp$+pp1+++=our
breweries ^nns+nom+++=breweries.
. ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
locate ^vb++++=locate
it ^pp3+it+++=it
at ^in++++=at
120 ^cd++++=120
n ^zz++++=n
leroux ^nn+++??+=leroux.
. ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they're
're ^vb+ber+vrb++0=EXTRAWORD
right ^jj+pred+++=right
in ^in++++=in
the ^ati++++=the
center ^nn++++=center
of ^in++++=of
downtown ^rn++++=downtown
in ^in++++=in
the ^ati++++=the
Oldtown ^np+++??+=OldTown
shops ^nns++++=shops.
. ^zz++++=EXTRAWORD
for ^in++++=for
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
i ^pp1a+pp1+++0=i'd
'd ^md+prd+aux++=EXTRAWORD
stay ^vb++++=stay
at ^rb++++=at
a ^at++++=a
hostel ^nn++++=hostel
. ^zz++++=.
we ^pp1a+pp1+++=we
always ^rb++++=always
have ^vb+hv+vrb++=have
international ^jj+atrb+++=international
and ^cc+phrs+++=and
younger ^jjr+atrb+++=younger
travellers ^nns+nom+++=travellers
looking ^vwbg+++xvbg+=looking
for ^in++++=for
groups ^nns++++=groups
to ^to++++=to
go ^vbi++++=go
places ^nns++++=places
with ^in+strn+++=with,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
way ^nn++++=way
to ^to++++=to
connect ^vbi++++=connect
with ^in++++=with
other ^ap++++=other
people ^nns++++=people.
. ^zz++++=EXTRAWORD
yes ^uh++++=yes,
, ^zz++++=EXTRAWORD
the ^ati++++=the
two ^cd++++=two
that ^dt+pdem+++=that
are ^vb+ber+aux++=are
downtown ^rn++++=downtown
are ^vb+ber+vrb++=are
the ^ati++++=the
motel ^nn+++??+=motel
du ^&fw++++=du
beau ^nn+++??+=beau
and ^cc++++=and
the ^ati++++=the
Grandc ^np+++??+=GrandC
international ^jj+atrb+++=international
hostel ^nn++++=hostel.
. ^zz++++=EXTRAWORD
okay ^rb+dspt+++=Okay
perfect ^jj++++=perfect,
, ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=I'm
am ^vb+bem+vrb++=EXTRAWORD
happy ^jj+pred+++=happy
to ^to+jcmp+++=to
help ^vb++++=help!
! ^zz++++=EXTRAWORD
