hello ^rb+dspt+++=hello.
brewing ^jj+++xvbg+=brewing
to ^in++++=to
the ^ati++++=the
second ^od++++=second
location ^nn+nom+++=location
on ^in++++=on
butler ^np++++=butler
ave ^nn+++??+=ave.
. ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=i
would ^md+prd+++=would
suggest ^vb+vpub+tht0++=suggest
you ^pp2+pp2+++=you
visit ^vb++++=visit
the ^ati++++=the
visitor ^nn++++=visitor
center ^jjr++++=center,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
have ^vb+hv+vrb++=have
a ^at++++=a
brewery ^nn+nom+++=brewery
trail ^nn++++=trail
passport ^nn++++=passport
that ^tht+rel+obj++=that
you ^pp2+pp2+++=you
can ^md+pos+++=can
pick ^vb++++=pick
up ^rp++++=up
. ^zz++++=.
when ^wrb+who+++=when
you ^pp2+pp2+++=you
visit ^vb++++=visit
all ^abn++++=all
the ^ati++++=the
breweries ^nns+nom+++=breweries
, ^zz++++=,
we ^pp1a+pp1+++=we
give ^vb++++=give
you ^pp2+pp2+++=you
a ^at++++=a
beer ^nn++++=beer
glass ^nn++++=glass.
. ^zz++++=EXTRAWORD
no ^at++++=no,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can
spread ^vb+++xvbn+=spread
them ^pp3o+pp3+++=them
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you're
're ^vb+ber+aux++0=EXTRAWORD
not ^xnot++not++=not
required ^vbd+++xvbn+=required
to ^to+vcmp+++=to
purchase ^vb++++=purchase
anything ^pn++++=anything.
. ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you'll
'll ^md+prd+++0=EXTRAWORD
find ^vb+vprv+++=find
4 ^zz++++=4
or ^cc++++=or
5 ^zz++++=5
just ^rb+emph+++=just
in ^in++++=in
downtown ^rn++++=downtown
alone ^rb++++=alone.
. ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you're
're ^vb+ber+vrb++0=EXTRAWORD
welcome ^jj+pred+++=welcome!
! ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=i
hope ^nn++++=hope
you ^pp2+pp2+++=you
enjoy ^vb++++=enjoy
the ^ati++++=the
breweries ^nns+nom+++=breweries.
. ^zz++++=EXTRAWORD
