hello ^rb+dspt+++=hello.
was ^vbd+bedz+aux++=was
used ^vpsv++agls+xvbnx+=used
as ^ql++++=as
a ^at++++=a
trading ^jj+atrb++xvbg+=trading
hub ^nn++++=hub.
. ^zz++++=EXTRAWORD
artifacts ^nns+++??+=artifacts
from ^in++++=from
peoples ^nns++++=peoples
far ^rb+pl+++=far
south ^np+pl+++=south
of ^in++++=of
us ^pp1o+pp1+++=us
in ^in++++=in
mexico ^np++++=mexico
were ^vbd+bed+aux++=were
found ^vpsv++agls+xvbnx+=found
there ^rn+pl+++=there
from ^in++++=from
peoples ^nns++++=peoples
far ^rb+pl+++=far
south ^np+pl+++=south
of ^in++++=of
us ^pp1o+pp1+++=us
in ^in++++=in
mexico ^np++++=mexico.
. ^zz++++=EXTRAWORD
the ^ati++++=the
main ^jjb+atrb+++=main
ruin ^nn++++=ruin
does ^vbz+doz+aux++=does
require ^vb+vsua+++=require
walking ^nvbg+++xvbg+=walking.
. ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
you ^pp2+pp2+++=you
not ^xnot++not++=not
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
walk ^vb++++=walk,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
also ^rb++++=also
have ^vb+hv+vrb++=have
lookout ^nn++++=lookout
points ^nns++++=points
where ^wrb+who+++=where
you ^pp2+pp2+++=you
can ^md+pos+++=can
sit ^vb++++=sit
on ^in++++=on
a ^at++++=a
bench ^nn++++=bench
and ^cc++++=and
see ^vb+vprv+++=see
the ^ati++++=the
ruins ^nns++++=ruins.
. ^zz++++=EXTRAWORD
the ^ati++++=the
trail ^nn++++=trail
makes ^vbz++++=makes
a ^at++++=a
loop ^nn++++=loop
around ^rp++++=around
the ^ati++++=the
main ^jjb+atrb+++=main
ruin ^nn++++=ruin,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it's
's ^vbz+bez+aux++0=EXTRAWORD
paved ^vpsv++agls+xvbnx+=paved
and ^cc++++=and
i ^pp1a+pp1+++=i
would ^md+prd+++=would
rate ^vb++++=rate
the ^ati++++=the
hike ^nn++++=hike
as ^ql++++=as
easy ^jj++++=easy.
. ^zz++++=EXTRAWORD
